93,80,passes
92,114,passes
58,127,passes
88,81,passes
19,113,fails
84,81,passes
40,76,fails
36,97,fails
54,92,passes
66,94,passes
20,121,passes
66,124,passes
13,124,passes
50,120,passes
82,72,passes
48,87,fails
28,113,fails
68,99,passes
87,92,passes
68,104,passes
46,100,fails
2,120,passes
73,93,passes
23,83,fails
81,103,passes
0,72,fails
25,122,passes
23,83,fails
10,83,fails
0,104,fails
90,74,passes
97,122,passes
56,120,passes
45,118,fails
23,72,fails
32,76,fails
11,75,fails
76,93,passes
20,116,fails
89,98,passes
76,82,passes
28,90,fails
58,73,passes
71,115,passes
8,83,fails
80,88,passes
71,97,passes
43,83,fails
21,93,fails
59,122,passes
36,111,fails
100,113,passes
58,97,passes
5,79,fails
20,102,fails
57,125,passes
45,115,fails
96,79,passes
65,106,passes
25,77,fails
49,88,fails
70,89,passes
65,128,passes
76,88,passes
26,116,fails
81,107,passes
91,113,passes
52,87,passes
5,74,fails
75,96,passes
16,128,passes
89,86,passes
62,109,passes
35,76,fails
94,113,passes
86,74,passes
43,129,passes
28,120,passes
31,127,passes
20,129,passes
8,71,fails
11,94,fails
52,89,passes
12,87,fails
17,124,passes
60,86,passes
7,91,fails
49,75,fails
21,70,fails
73,75,passes
19,90,fails
5,122,passes
22,118,fails
99,111,passes
86,100,passes
41,95,fails
21,130,passes
98,93,passes
61,84,passes
97,108,passes
4,89,fails
31,93,fails
27,88,fails
62,100,passes
55,108,passes
0,91,fails
64,72,passes
50,95,passes
22,73,fails
79,87,passes
5,78,fails
64,105,passes
46,81,fails
65,127,passes
83,109,passes
27,73,fails
91,120,passes
66,79,passes
14,103,fails
0,103,fails
60,109,passes
43,75,fails
47,130,passes
10,116,fails
82,91,passes
54,96,passes
21,118,fails
20,93,fails
47,125,passes
67,92,passes
69,70,passes
0,119,fails
27,88,fails
71,89,passes
72,73,passes
86,73,passes
77,86,passes
85,118,passes
62,120,passes
64,76,passes
30,93,fails
42,111,fails
64,125,passes
69,74,passes
81,120,passes
45,127,passes
1,117,fails
97,89,passes
63,102,passes
59,124,passes
11,118,fails
34,88,fails
29,107,fails
50,79,passes
25,84,fails
67,119,passes
98,81,passes
34,129,passes
60,116,passes
7,85,fails
79,115,passes
7,75,fails
29,70,fails
0,81,fails
89,127,passes
67,117,passes
46,117,fails
100,89,passes
84,76,passes
5,102,fails
19,73,fails
100,95,passes
78,81,passes
45,126,passes
24,120,passes
42,76,fails
48,101,fails
19,109,fails
31,95,fails
53,85,passes
0,76,fails
36,94,fails
77,128,passes
12,78,fails
80,102,passes
19,105,fails
5,81,fails
8,125,passes
41,126,passes
73,81,passes
91,113,passes
1,116,fails
46,94,fails
20,129,passes
10,112,fails
96,95,passes
93,115,passes
78,123,passes
2,76,fails
71,72,passes
29,123,passes
45,113,fails
37,97,fails
4,96,fails
62,125,passes
1,73,fails
15,124,passes
70,103,passes
67,129,passes
83,113,passes
83,125,passes
71,92,passes
14,102,fails
91,82,passes
18,124,passes
78,117,passes
98,83,passes
89,95,passes
70,110,passes
62,87,passes
89,118,passes
47,120,passes
38,79,fails
40,73,fails
57,114,passes
93,70,passes
4,109,fails
6,99,fails
77,115,passes
41,98,fails
57,116,passes
91,88,passes
10,117,fails
54,116,passes
24,115,fails
37,118,fails
50,103,passes
73,76,passes
37,120,passes
89,82,passes
87,79,passes
60,117,passes
88,91,passes
64,71,passes
65,117,passes
60,86,passes
86,79,passes
34,102,fails
50,128,passes
89,109,passes
59,72,passes
2,118,fails
68,106,passes
50,85,passes
71,98,passes
41,76,fails
87,92,passes
42,100,fails
42,109,fails
22,74,fails
10,85,fails
98,76,passes
80,122,passes
38,110,fails
27,125,passes
13,116,fails
85,90,passes
47,111,fails
93,116,passes
23,100,fails
42,86,fails
92,125,passes
79,85,passes
32,81,fails
93,118,passes
94,125,passes
93,95,passes
7,114,fails
42,88,fails
66,100,passes
79,78,passes
10,103,fails
9,109,fails
88,111,passes
71,108,passes
45,114,fails
49,101,fails
97,111,passes
86,105,passes
57,112,passes
87,92,passes
69,110,passes
30,72,fails
47,127,passes
91,112,passes
22,98,fails
56,84,passes
23,128,passes
81,119,passes
22,72,fails
9,77,fails
96,84,passes
89,87,passes
0,104,fails
55,95,passes
92,85,passes
62,80,passes
46,115,fails
51,112,passes
85,128,passes
24,111,fails
59,86,passes
65,110,passes
10,112,fails
4,114,fails
77,78,passes
79,104,passes
80,127,passes
31,97,fails
89,107,passes
46,116,fails
12,77,fails
92,127,passes
85,119,passes
79,88,passes
24,123,passes
28,116,fails
98,122,passes
41,102,fails
66,126,passes
22,124,passes
99,128,passes
13,91,fails
12,116,fails
16,82,fails
1,92,fails
36,129,passes
71,125,passes
84,112,passes
16,128,passes
80,110,passes
53,87,passes
29,123,passes
93,110,passes
38,81,fails
3,117,fails
88,124,passes
25,81,fails
83,117,passes
6,70,fails
37,76,fails
78,82,passes
39,122,passes
52,128,passes
68,91,passes
88,124,passes
61,127,passes
90,107,passes
32,83,fails
94,86,passes
100,130,passes
24,103,fails
57,90,passes
0,105,fails
40,75,fails
14,126,passes
35,101,fails
35,89,fails
63,86,passes
84,93,passes
54,85,passes
15,103,fails
49,113,fails
42,122,passes
29,108,fails
89,115,passes
66,95,passes
38,92,fails
63,101,passes
35,77,fails
40,100,fails
51,75,passes
72,117,passes
52,94,passes
57,103,passes
89,120,passes
63,129,passes
53,120,passes
27,93,fails
70,91,passes
12,85,fails
1,88,fails
40,105,fails
86,118,passes
77,90,passes
75,89,passes
54,76,passes
100,90,passes
5,95,fails
71,117,passes
83,102,passes
69,110,passes
99,123,passes
94,119,passes
5,128,passes
58,118,passes
76,94,passes
77,83,passes
51,115,passes
93,119,passes
46,128,passes
32,95,fails
53,86,passes
27,123,passes
5,95,fails
45,120,passes
47,114,fails
34,124,passes
54,94,passes
78,70,passes
83,87,passes
27,89,fails
36,99,fails
19,112,fails
61,94,passes
60,86,passes
46,99,fails
61,107,passes
30,105,fails
38,113,fails
94,103,passes
82,92,passes
36,89,fails
98,86,passes
42,106,fails
40,97,fails
52,112,passes
36,111,fails
33,110,fails
66,113,passes
87,100,passes
52,75,passes
36,108,fails
90,82,passes
58,71,passes
22,116,fails
68,87,passes
76,116,passes
26,102,fails
89,125,passes
83,74,passes
27,121,passes
11,88,fails
19,105,fails
31,117,fails
47,112,fails
73,124,passes
0,100,fails
35,70,fails
18,110,fails
96,101,passes
69,79,passes
0,84,fails
99,83,passes
65,128,passes
81,75,passes
40,111,fails
70,122,passes
86,102,passes
8,124,passes
49,82,fails
44,94,fails
5,120,passes
67,94,passes
86,81,passes
8,82,fails
14,98,fails
89,115,passes
53,80,passes
55,93,passes
19,116,fails
96,129,passes
89,120,passes
16,71,fails
44,102,fails
81,111,passes
69,79,passes
32,84,fails
5,127,passes
14,100,fails
54,113,passes
86,86,passes
24,96,fails
47,115,fails
63,115,passes
93,72,passes
60,86,passes
48,75,fails
89,81,passes
19,82,fails
48,78,fails
63,105,passes
25,89,fails
64,126,passes
33,110,fails
74,119,passes
58,118,passes
66,102,passes
4,75,fails
4,111,fails
47,103,fails
97,117,passes
53,127,passes
16,74,fails
13,129,passes
82,117,passes
76,130,passes
36,70,fails
16,119,fails
55,111,passes
11,120,passes
8,103,fails
7,82,fails
70,80,passes
98,104,passes
83,130,passes
34,92,fails
63,104,passes
75,123,passes
89,130,passes
44,94,fails
100,101,passes
44,90,fails
8,127,passes
47,75,fails
40,106,fails
76,106,passes
5,126,passes
10,96,fails
66,102,passes
43,113,fails
59,106,passes
45,129,passes
57,126,passes
67,128,passes
81,74,passes
23,103,fails
99,88,passes
62,83,passes
76,100,passes
57,73,passes
34,117,fails
47,93,fails
58,127,passes
40,100,fails
30,86,fails
28,128,passes
32,123,passes
3,82,fails
33,83,fails
42,115,fails
54,71,passes
16,99,fails
19,70,fails
68,114,passes
70,116,passes
57,99,passes
91,82,passes
81,122,passes
65,121,passes
74,83,passes
15,117,fails
76,74,passes
73,120,passes
22,99,fails
56,95,passes
46,71,fails
85,76,passes
36,79,fails
58,95,passes
65,109,passes
72,77,passes
4,122,passes
96,117,passes
49,102,fails
51,128,passes
45,85,fails
47,103,fails
0,103,fails
18,115,fails
61,81,passes
27,95,fails
39,101,fails
14,75,fails
28,100,fails
27,90,fails
65,101,passes
32,97,fails
13,118,fails
35,97,fails
71,97,passes
94,111,passes
4,101,fails
5,75,fails
92,120,passes
37,82,fails
76,117,passes
11,111,fails
97,88,passes
21,81,fails
81,94,passes
63,122,passes
3,91,fails
100,88,passes
43,91,fails
61,116,passes
72,83,passes
47,118,fails
78,75,passes
92,78,passes
59,95,passes
19,88,fails
36,70,fails
16,114,fails
58,90,passes
41,115,fails
7,91,fails
9,92,fails
38,109,fails
11,89,fails
32,124,passes
41,93,fails
55,119,passes
58,106,passes
50,78,passes
83,129,passes
32,105,fails
51,90,passes
29,85,fails
12,71,fails
3,121,passes
94,117,passes
35,97,fails
27,119,fails
33,130,passes
12,107,fails
33,70,fails
31,91,fails
7,70,fails
67,70,passes
85,99,passes
31,74,fails
56,108,passes
97,77,passes
66,103,passes
46,127,passes
39,83,fails
73,107,passes
40,74,fails
76,84,passes
40,99,fails
0,122,passes
52,83,passes
12,70,fails
43,74,fails
37,121,passes
53,93,passes
76,123,passes
29,75,fails
27,126,passes
26,87,fails
58,93,passes
52,100,passes
40,84,fails
38,81,fails
95,104,passes
76,125,passes
44,93,fails
85,88,passes
